"消費者物價基本分類暨項目群指數-月 依 期間, 基本分類暨項目群 與 種類",,,,,,,,,,,1982M01,5.05,1.36
,,,,,,,,,,,1982M02,2.96,1.62
 ,總指數, ,,,,,,,,,1982M03,2.77,1.32
 ,原始值, 年增率(%),,,,,,,,,1982M04,2.62,1.49
1981M01,58.05,-,,,,,,,,,1982M05,3.64,1.98
1981M02,59.04,-,,,,,,,,,1982M06,2.89,1.95
1981M03,59.3,-,,,,,,,,,1982M07,2.43,2.21
1981M04,59.54,-,,,,,,,,,1982M08,4.5,2.65
1981M05,59.31,-,,,,,,,,,1982M09,2.31,2.68
1981M06,59.87,-,,,,,,,,,1982M10,2.05,2.77
1981M07,60.1,-,,,,,,,,,1982M11,1.91,2.71
1981M08,60.69,-,,,,,,,,,1982M12,2.43,2.79
1981M09,61.42,-,,,,,,,,,1983M01,1.8,2.73
1981M10,61.08,-,,,,,,,,,1983M02,3.14,3.45
1981M11,60.67,-,,,,,,,,,1983M03,3.31,2.91
1981M12,60.59,-,,,,,,,,,1983M04,3.5,2.61
1982M01,60.98,5.05,,,,,,,,,1983M05,2.16,2.42
1982M02,60.79,2.96,,,,,,,,,1983M06,2.71,2.51
1982M03,60.94,2.77,,,,,,,,,1983M07,1.62,2.88
1982M04,61.1,2.62,,,,,,,,,1983M08,-1.4,2.91
1982M05,61.47,3.64,,,,,,,,,1983M09,-0.19,2.7
1982M06,61.6,2.89,,,,,,,,,1983M10,0.59,2.79
1982M07,61.56,2.43,,,,,,,,,1983M11,0.55,2.34
1982M08,63.42,4.5,,,,,,,,,1983M12,-1.19,2.27
1982M09,62.84,2.31,,,,,,,,,1984M01,-1.14,2.34
1982M10,62.33,2.05,,,,,,,,,1984M02,-1.15,2.75
1982M11,61.83,1.91,,,,,,,,,1984M03,-1.29,2.09
1982M12,62.06,2.43,,,,,,,,,1984M04,-1.53,2.01
1983M01,62.08,1.8,,,,,,,,,1984M05,0.37,2.11
1983M02,62.7,3.14,,,,,,,,,1984M06,-0.47,2.23
1983M03,62.96,3.31,,,,,,,,,1984M07,0.4,2.52
1983M04,63.24,3.5,,,,,,,,,1984M08,0.82,3.02
1983M05,62.8,2.16,,,,,,,,,1984M09,0.85,3.03
1983M06,63.27,2.71,,,,,,,,,1984M10,0.46,2.77
1983M07,62.56,1.62,,,,,,,,,1984M11,0.76,2.25
1983M08,62.53,-1.4,,,,,,,,,1984M12,1.65,2.21
1983M09,62.72,-0.19,,,,,,,,,1985M01,1.61,2.03
1983M10,62.7,0.59,,,,,,,,,1985M02,1.42,2.15
1983M11,62.17,0.55,,,,,,,,,1985M03,1.19,2.49
1983M12,61.32,-1.19,,,,,,,,,1985M04,0.5,2.28
1984M01,61.37,-1.14,,,,,,,,,1985M05,-1.03,2.57
1984M02,61.98,-1.15,,,,,,,,,1985M06,-1.08,2.53
1984M03,62.15,-1.29,,,,,,,,,1985M07,-0.73,3.44
1984M04,62.27,-1.53,,,,,,,,,1985M08,-1.52,4.1
1984M05,63.03,0.37,,,,,,,,,1985M09,-0.22,3.62
1984M06,62.97,-0.47,,,,,,,,,1985M10,0.1,3.45
1984M07,62.81,0.4,,,,,,,,,1985M11,-0.77,3.28
1984M08,63.04,0.82,,,,,,,,,1985M12,-1.3,2.91
1984M09,63.25,0.85,,,,,,,,,1986M01,-0.42,2.53
1984M10,62.99,0.46,,,,,,,,,1986M02,-0.94,3.33
1984M11,62.64,0.76,,,,,,,,,1986M03,-1,2.79
1984M12,62.33,1.65,,,,,,,,,1986M04,-0.26,2.34
1985M01,62.36,1.61,,,,,,,,,1986M05,0.19,2.34
1985M02,62.86,1.42,,,,,,,,,1986M06,0.59,2.72
1985M03,62.89,1.19,,,,,,,,,1986M07,0.24,2.93
1985M04,62.58,0.5,,,,,,,,,1986M08,1.24,3.11
1985M05,62.38,-1.03,,,,,,,,,1986M09,2.11,2.96
1985M06,62.29,-1.08,,,,,,,,,1986M10,2,2.61
1985M07,62.35,-0.73,,,,,,,,,1986M11,2.01,2.33
1985M08,62.08,-1.52,,,,,,,,,1986M12,2.62,1.98
1985M09,63.11,-0.22,,,,,,,,,1987M01,1.38,1.92
1985M10,63.05,0.1,,,,,,,,,1987M02,0.92,2.37
1985M11,62.16,-0.77,,,,,,,,,1987M03,0.13,2.03
1985M12,61.52,-1.3,,,,,,,,,1987M04,0.22,1.72
1986M01,62.1,-0.42,,,,,,,,,1987M05,0.11,1.94
1986M02,62.27,-0.94,,,,,,,,,1987M06,-0.06,1.75
1986M03,62.26,-1,,,,,,,,,1987M07,1.34,2.02
1986M04,62.42,-0.26,,,,,,,,,1987M08,1.61,2.08
1986M05,62.5,0.19,,,,,,,,,1987M09,-0.54,2.07
1986M06,62.66,0.59,,,,,,,,,1987M10,-1.24,2.01
1986M07,62.5,0.24,,,,,,,,,1987M11,0.44,1.86
1986M08,62.85,1.24,,,,,,,,,1987M12,1.93,1.82
1986M09,64.44,2.11,,,,,,,,,1988M01,0.56,1.77
1986M10,64.31,2,,,,,,,,,1988M02,0.35,1.7
1986M11,63.41,2.01,,,,,,,,,1988M03,0.58,1.79
1986M12,63.13,2.62,,,,,,,,,1988M04,0.35,1.59
1987M01,62.96,1.38,,,,,,,,,1988M05,1.47,1.74
1987M02,62.84,0.92,,,,,,,,,1988M06,2.01,1.83
1987M03,62.34,0.13,,,,,,,,,1988M07,0.85,1.94
1987M04,62.56,0.22,,,,,,,,,1988M08,1.44,1.87
1987M05,62.57,0.11,,,,,,,,,1988M09,1.4,1.62
1987M06,62.62,-0.06,,,,,,,,,1988M10,3.05,1.54
1987M07,63.34,1.34,,,,,,,,,1988M11,2.25,1.48
1987M08,63.86,1.61,,,,,,,,,1988M12,1.1,1.41
1987M09,64.09,-0.54,,,,,,,,,1989M01,2.76,1.35
1987M10,63.51,-1.24,,,,,,,,,1989M02,4.08,1.88
1987M11,63.69,0.44,,,,,,,,,1989M03,4.93,1.46
1987M12,64.35,1.93,,,,,,,,,1989M04,5.73,1.31
1988M01,63.31,0.56,,,,,,,,,1989M05,5.32,1.5
1988M02,63.06,0.35,,,,,,,,,1989M06,4.4,1.68
1988M03,62.7,0.58,,,,,,,,,1989M07,3.91,1.76
1988M04,62.78,0.35,,,,,,,,,1989M08,3.32,1.87
1988M05,63.49,1.47,,,,,,,,,1989M09,5.69,1.72
1988M06,63.88,2.01,,,,,,,,,1989M10,5.94,1.48
1988M07,63.88,0.85,,,,,,,,,1989M11,3.75,1.45
1988M08,64.78,1.44,,,,,,,,,1989M12,3.14,1.36
1988M09,64.99,1.4,,,,,,,,,1990M01,3.86,1.31
1988M10,65.45,3.05,,,,,,,,,1990M02,2.8,1.6
1988M11,65.12,2.25,,,,,,,,,1990M03,3.33,1.51
1988M12,65.06,1.1,,,,,,,,,1990M04,3.42,1.32
1989M01,65.06,2.76,,,,,,,,,1990M05,3.72,1.48
1989M02,65.63,4.08,,,,,,,,,1990M06,3.61,1.67
1989M03,65.79,4.93,,,,,,,,,1990M07,4.79,1.96
1989M04,66.38,5.73,,,,,,,,,1990M08,5.66,2.1
1989M05,66.87,5.32,,,,,,,,,1990M09,6.52,1.98
1989M06,66.69,4.4,,,,,,,,,1990M10,3.24,1.73
1989M07,66.38,3.91,,,,,,,,,1990M11,3.92,1.8
1989M08,66.93,3.32,,,,,,,,,1990M12,4.56,1.52
1989M09,68.69,5.69,,,,,,,,,1991M01,4.99,1.37
1989M10,69.34,5.94,,,,,,,,,1991M02,5.77,1.35
1989M11,67.56,3.75,,,,,,,,,1991M03,4.46,1.39
1989M12,67.1,3.14,,,,,,,,,1991M04,4.11,1.4
1990M01,67.57,3.86,,,,,,,,,1991M05,3.4,1.43
1990M02,67.47,2.8,,,,,,,,,1991M06,4.02,1.37
1990M03,67.98,3.33,,,,,,,,,1991M07,4.05,1.82
1990M04,68.65,3.42,,,,,,,,,1991M08,2.59,1.78
1990M05,69.36,3.72,,,,,,,,,1991M09,-0.71,1.79
1990M06,69.1,3.61,,,,,,,,,1991M10,2.49,1.56
1990M07,69.56,4.79,,,,,,,,,1991M11,4.81,1.49
1990M08,70.72,5.66,,,,,,,,,1991M12,3.88,1.39
1990M09,73.17,6.52,,,,,,,,,1992M01,3.76,1.37
1990M10,71.59,3.24,,,,,,,,,1992M02,4.06,1.54
1990M11,70.21,3.92,,,,,,,,,1992M03,4.7,1.38
1990M12,70.16,4.56,,,,,,,,,1992M04,5.72,1.33
1991M01,70.94,4.99,,,,,,,,,1992M05,5.72,1.4
1991M02,71.36,5.77,,,,,,,,,1992M06,5.19,1.54
1991M03,71.01,4.46,,,,,,,,,1992M07,3.7,1.76
1991M04,71.47,4.11,,,,,,,,,1992M08,2.99,1.92
1991M05,71.72,3.4,,,,,,,,,1992M09,6.17,1.72
1991M06,71.88,4.02,,,,,,,,,1992M10,5.08,1.55
1991M07,72.38,4.05,,,,,,,,,1992M11,3.1,1.36
1991M08,72.55,2.59,,,,,,,,,1992M12,3.42,1.27
1991M09,72.65,-0.71,,,,,,,,,1993M01,3.65,1.23
1991M10,73.37,2.49,,,,,,,,,1993M02,3.06,1.32
1991M11,73.59,4.81,,,,,,,,,1993M03,3.25,1.34
1991M12,72.88,3.88,,,,,,,,,1993M04,2.77,1.34
1992M01,73.61,3.76,,,,,,,,,1993M05,2.07,1.29
1992M02,74.26,4.06,,,,,,,,,1993M06,4.34,1.4
1992M03,74.35,4.7,,,,,,,,,1993M07,3.29,1.71
1992M04,75.56,5.72,,,,,,,,,1993M08,3.32,1.9
1992M05,75.82,5.72,,,,,,,,,1993M09,0.74,1.58
1992M06,75.61,5.19,,,,,,,,,1993M10,1.22,1.58
1992M07,75.06,3.7,,,,,,,,,1993M11,3.08,1.39
1992M08,74.72,2.99,,,,,,,,,1993M12,4.63,1.24
1992M09,77.13,6.17,,,,,,,,,1994M01,2.91,1.2
1992M10,77.1,5.08,,,,,,,,,1994M02,3.93,1.66
1992M11,75.87,3.1,,,,,,,,,1994M03,3.32,1.52
1992M12,75.37,3.42,,,,,,,,,1994M04,3.08,1.38
1993M01,76.3,3.65,,,,,,,,,1994M05,4.38,1.43
1993M02,76.53,3.06,,,,,,,,,1994M06,2.14,1.53
1993M03,76.77,3.25,,,,,,,,,1994M07,4.14,1.85
1993M04,77.65,2.77,,,,,,,,,1994M08,7.06,1.99
1993M05,77.39,2.07,,,,,,,,,1994M09,6.69,1.65
1993M06,78.89,4.34,,,,,,,,,1994M10,5.07,1.62
1993M07,77.53,3.29,,,,,,,,,1994M11,3.89,1.48
1993M08,77.2,3.32,,,,,,,,,1994M12,2.65,1.41
1993M09,77.7,0.74,,,,,,,,,1995M01,5.23,1.38
1993M10,78.04,1.22,,,,,,,,,1995M02,3.43,1.7
1993M11,78.21,3.08,,,,,,,,,1995M03,3.86,1.53
1993M12,78.86,4.63,,,,,,,,,1995M04,4.44,1.53
1994M01,78.52,2.91,,,,,,,,,1995M05,3.29,1.63
1994M02,79.54,3.93,,,,,,,,,1995M06,4.67,1.77
1994M03,79.32,3.32,,,,,,,,,1995M07,3.85,1.95
1994M04,80.04,3.08,,,,,,,,,1995M08,1.71,2.09
1994M05,80.78,4.38,,,,,,,,,1995M09,2,2.03
1994M06,80.58,2.14,,,,,,,,,1995M10,2.87,2.02
1994M07,80.74,4.14,,,,,,,,,1995M11,4.23,1.95
1994M08,82.65,7.06,,,,,,,,,1995M12,4.57,1.9
1994M09,82.9,6.69,,,,,,,,,1996M01,2.29,2.03
1994M10,82,5.07,,,,,,,,,1996M02,3.76,2.1
1994M11,81.25,3.89,,,,,,,,,1996M03,3.01,2.24
1994M12,80.95,2.65,,,,,,,,,1996M04,2.82,2.21
1995M01,82.63,5.23,,,,,,,,,1996M05,2.88,2.35
1995M02,82.27,3.43,,,,,,,,,1996M06,2.38,2.6
1995M03,82.38,3.86,,,,,,,,,1996M07,1.44,2.97
1995M04,83.59,4.44,,,,,,,,,1996M08,5.04,3.19
1995M05,83.44,3.29,,,,,,,,,1996M09,3.84,3.03
1995M06,84.34,4.67,,,,,,,,,1996M10,3.69,3.05
1995M07,83.85,3.85,,,,,,,,,1996M11,3.2,2.86
1995M08,84.06,1.71,,,,,,,,,1996M12,2.53,2.6
1995M09,84.56,2,,,,,,,,,1997M01,1.98,2.68
1995M10,84.35,2.87,,,,,,,,,1997M02,2.05,2.97
1995M11,84.69,4.23,,,,,,,,,1997M03,1.1,2.79
1995M12,84.65,4.57,,,,,,,,,1997M04,0.5,2.59
1996M01,84.52,2.29,,,,,,,,,1997M05,0.76,2.51
1996M02,85.36,3.76,,,,,,,,,1997M06,1.83,2.67
1996M03,84.86,3.01,,,,,,,,,1997M07,3.32,2.85
1996M04,85.95,2.82,,,,,,,,,1997M08,-0.58,3.03
1996M05,85.84,2.88,,,,,,,,,1997M09,0.63,2.84
1996M06,86.35,2.38,,,,,,,,,1997M10,-0.32,2.63
1996M07,85.06,1.44,,,,,,,,,1997M11,-0.53,2.6
1996M08,88.3,5.04,,,,,,,,,1997M12,0.27,2.45
1996M09,87.81,3.84,,,,,,,,,1998M01,2,2.35
1996M10,87.46,3.69,,,,,,,,,1998M02,0.3,2.57
1996M11,87.4,3.2,,,,,,,,,1998M03,2.47,2.34
1996M12,86.79,2.53,,,,,,,,,1998M04,2.12,2.29
1997M01,86.19,1.98,,,,,,,,,1998M05,1.66,2.37
1997M02,87.11,2.05,,,,,,,,,1998M06,1.44,2.7
1997M03,85.79,1.1,,,,,,,,,1998M07,0.84,2.93
1997M04,86.38,0.5,,,,,,,,,1998M08,0.44,3.05
1997M05,86.49,0.76,,,,,,,,,1998M09,0.41,2.98
1997M06,87.93,1.83,,,,,,,,,1998M10,2.58,2.98
1997M07,87.88,3.32,,,,,,,,,1998M11,3.91,2.93
1997M08,87.79,-0.58,,,,,,,,,1998M12,2.11,2.8
1997M09,88.36,0.63,,,,,,,,,1999M01,0.4,2.76
1997M10,87.18,-0.32,,,,,,,,,1999M02,2.09,2.73
1997M11,86.94,-0.53,,,,,,,,,1999M03,-0.47,2.84
1997M12,87.02,0.27,,,,,,,,,1999M04,-0.1,2.75
1998M01,87.91,2,,,,,,,,,1999M05,0.49,2.84
1998M02,87.37,0.3,,,,,,,,,1999M06,-0.84,2.92
